Donor_ID,Cytokine_Dose,Marker_Gene_Response,Housekeeping_Gene,Inflammatory_Gene_1,Inflammatory_Gene_2,Housekeeping_Gene_2,Cytokine_Responder,Stable_Gene
Donor_A,10,2.73406043601584,9.928551448240501,1.4291244513440917,2.2443822098227417,9.167560094196173,2.5286971513962477,9.295218960726542
Donor_C,50,8.318431897018506,10.08060053794262,5.73805635618396,3.456538209502301,9.090051360355059,10.774219570451445,8.161389744481124
Donor_A,50,8.80764649445459,10.570622560726868,5.702173961274605,4.047823899115123,9.56013049070869,9.691239919664879,8.41557766825941
Donor_C,0,0.0,9.478523933269159,2.488685846597064,1.602227947576233,9.541786986444995,3.1382711892309247,8.482435083141157
Donor_A,100,14.717938915636378,10.138029721258503,12.787169274936508,7.766191115673994,9.639321614892268,10.886290476769082,8.859088187036278
Donor_B,100,19.19327967295026,8.86927576729846,13.271933777788052,10.047514540677305,9.505897228029873,16.73126558538086,8.121200306508282
Donor_C,100,17.867642404039202,9.443174512459711,10.819095989293466,8.059174547015518,9.147497198685898,14.120263416774028,9.213415737238766
Donor_B,10,3.6505917667695154,9.324952374215844,4.816505236376512,5.219853618232699,9.560505882669746,4.415625252493714,9.244955799207613
Donor_A,0,0.9989825867023496,10.331872711982864,3.3190193261637737,2.807485065885145,9.677600375863216,3.315334568236863,8.30869165203401
Donor_C,10,3.726076513985767,9.95284286582881,3.9479820381536643,2.6269930469374234,9.706483890921715,2.192699217314111,9.066140272572515
Donor_A,10,2.9921446794546864,9.889010326881296,2.4757637639498427,1.7252302086784037,9.540429051408083,4.003379715331918,8.917697896414172
Donor_A,10,4.251827366997641,9.974612012487064,1.6622010073368305,2.4671656078635493,9.927834712084584,2.7705935389331113,8.916973598794497
Donor_A,0,1.667355566437466,10.793582441052123,2.356391487530415,2.6307501664021875,10.042591463062989,1.657992998951012,8.665999125110268
Donor_B,0,7.100409716340081,10.180218136986122,5.595142096775978,4.527832257073273,9.623488447909676,4.083526543632521,8.021099061707815
Donor_A,0,2.3769989548324464,10.18970589029523,3.588152296644804,2.3454930372956886,9.799959506264864,1.577170123545635,8.929837723500423
Donor_C,0,3.5339475067474453,10.166181100539953,4.784027691790139,1.7153306494898826,9.38267099503451,1.6223261225942875,8.72495893998666
Donor_B,50,12.70473743944728,9.889613749747015,8.489385960731383,7.856659439276211,8.806665682451433,11.433952107737868,9.677813426169097
Donor_B,50,15.417820166491069,9.65029429046338,8.25494468716413,6.188390982514305,8.609439349657269,9.43555484243393,9.517365270583351
Donor_A,0,2.5052895913450355,9.875985364478023,2.6507595004546602,2.2134844303838017,9.687246988932701,3.017307542947382,8.773159167624675
Donor_C,50,12.618892634558513,9.812822552961128,5.481096132109677,3.661280283896752,9.267105558124552,7.441907962304302,9.32655300745069
Donor_A,10,4.90407302268367,10.722567083847633,1.4482345818408502,1.9598862241568271,9.800681058422235,3.031637361220159,9.659188321314389
Donor_A,100,17.34563244616685,10.37996043966822,9.20387557612249,5.775827758146656,10.195517436490999,13.436442439893998,9.534135204679055
Donor_A,50,10.068494780785741,10.274123610072822,6.356902471580024,4.062854933520011,9.984133620845592,10.103402520525046,8.563628096902153
Donor_C,50,9.522815445740095,10.505411621329378,7.232132861211461,6.119924491199756,8.986708919931075,8.1260329869958,8.779459560084874
Donor_C,10,4.510650441599037,9.66016118001853,2.7610630702937757,3.441589143574455,9.511368951030773,2.362964298683533,9.138660252968963
Donor_A,50,10.794878385448769,9.80637717681803,6.432154168503164,4.255275384947763,9.696853306938525,8.180604813213755,9.266042889482515
Donor_B,50,12.950153056137934,11.136058423388086,7.930132742926569,6.7803960466759445,8.986589334214106,12.448841454616135,8.801334076924565
Donor_B,0,4.644633020440714,9.976935431768522,3.9787969313002995,5.129996152837416,9.104506389342344,4.15133398873204,8.491493592218237
Donor_B,10,5.877610248918925,9.944161352319798,5.20950915031874,4.2152128069640415,9.136275613782628,4.184732153051436,8.93635072878588
Donor_A,10,1.669598220454269,9.791718896621248,3.0110169432257194,2.9607861179827264,9.253174473721936,5.005579278475805,9.138285998793233
Donor_B,50,10.742947890951166,10.294731608948387,7.389348788463935,6.923220730298924,9.287960266839386,10.172174024927362,8.657670698936192
Donor_A,0,0.3958812721241134,9.872907432314976,0.4620116223781179,1.3406213866577956,9.289416352620131,2.392766915042405,9.320609256878507
Donor_A,10,3.450701637784265,10.16515317506167,1.9519120856849095,3.9398320666475466,9.7634492513797,4.331492019527714,8.877855869062817
Donor_C,50,11.181469723294333,9.781368587962497,10.00184986628527,4.227627898554487,9.070186583139675,9.627587406556682,9.025687643968826
Donor_C,100,17.491194644026116,10.124465672067345,11.022804926654413,7.689255284807708,9.517948003951139,14.349214299708327,8.73193611865666
Donor_B,10,5.338259536602363,10.229341042365538,5.037519590063764,4.227187926589801,9.704361087863294,6.479305623317659,9.135998519936145
Donor_C,0,1.3020212047704927,9.956596520855344,3.7627356365252025,0.686575525700234,9.486760653551151,0.19177696781778897,9.322638402437324
Donor_A,50,9.500334032019433,9.97544234781839,5.302668756683963,3.518211446996772,9.726816187477038,8.459192747654631,8.241330068162494
Donor_A,100,16.267296899178138,9.190094302604763,9.320736124570212,6.314597474262804,9.956257924388645,12.261976252463231,8.85987480545616
Donor_A,10,1.3749077432540684,10.227205772716585,1.0532938424223537,2.5093598162237964,8.568725553526155,3.5531864518302583,8.690623788504272
Donor_A,10,3.6929788487546147,10.297225421200901,2.1183570172735786,1.6718644215670844,9.676818369196159,5.340993092493918,8.631613463204097
Donor_C,10,4.486675248174871,10.522112583874899,3.11763507059086,3.9190737592477136,9.634302433589694,5.670605009506679,8.479456048595186
Donor_C,100,17.01591235700701,9.780155498135406,10.899953620380058,7.356379789836905,9.346307557736258,11.860633859047038,8.644935460213235
Donor_C,0,6.649713794721288,9.420629934929078,3.327437330986864,2.3267223207851937,9.528487746143151,2.4784429918526443,8.598748209803334
Donor_B,50,16.066918534153668,8.410405823224403,6.9231480551286895,7.917701262312583,9.859698945284844,11.149281548921504,9.381358831522228
Donor_A,0,3.1698413404891146,9.90396128625813,2.7561140354487197,2.172216553445793,9.573184479298092,2.688278567750149,8.7769278649307
Donor_C,100,17.97238200911412,9.932307587994512,8.834018643366717,8.383078723355272,9.107664871710202,14.466716973722047,8.9113687803978
Donor_B,0,6.799616405007156,10.451512645669832,5.750671375536722,4.161112224303655,9.03265472295475,5.35450304508717,9.359332151090994
Donor_B,0,5.244275998430279,9.941316844970535,5.8247159643513635,4.02880652698516,9.876746261596564,2.8644325121499827,8.700078742440345
Donor_C,100,17.62934342169741,9.636781654371129,9.755115550974669,6.562071442632165,9.093188697498977,16.62582835632941,9.080720941555764
Donor_A,50,10.492516150430639,9.740557811917117,5.553838853831661,2.7338700896774046,10.108559616635965,7.9899349049128165,8.865159906141777
Donor_C,10,3.070951821823788,10.733100185826267,4.325099433983643,1.687627543419975,9.659453594008472,4.086462966767061,9.286243543847819
Donor_B,100,18.634937438676335,10.391495633456318,12.077594922758706,9.348647883187333,8.864624089344238,17.037038262401953,9.156540176253557
Donor_C,0,2.0798652409801095,9.712550073448922,1.1622671562556546,3.4367811278121367,9.104548482780581,4.854961319487497,8.447391778422269
Donor_A,10,5.549671331833217,10.7102243344267,2.259739052145351,1.4686270609757,9.37713763217047,3.432117877810536,9.119108987783099
Donor_C,10,2.9355593453472797,10.435356582125843,2.6924435827984357,2.5282526515826023,9.357306342952135,2.836145543976105,7.933902316783158
Donor_B,50,11.109789401910735,8.99021382650465,6.994781169792983,7.781653613691731,9.901697542237992,11.321983270782887,8.854357972159246
Donor_A,50,8.654254234756985,9.553103636860284,5.302672073568621,4.289888828056018,9.829055809842801,8.015706929486019,8.546200608474818
Donor_A,0,2.7421354677809235,10.25428421292518,1.7919653950051817,0.41761651938296573,9.314799829043508,1.314661738060209,8.868658713757748
Donor_B,100,20.058616154371062,9.720604143186605,13.606229727568241,8.513203963655734,9.605260563499822,15.06442398750338,8.202747315612125
Donor_B,50,13.147946584588508,10.27240112532895,9.36473881533461,7.183520753166905,9.559945482858838,11.835323922458722,8.276716941398648
Donor_C,50,8.634099832852183,10.037104522731724,8.044807578740535,5.981565052281235,9.191283518821104,7.690586288698407,8.79713233932539
Donor_C,10,3.338934427404464,9.790544116611047,3.7519969578260612,2.0255686070952246,9.039581143447633,2.903917012758139,9.531315653130301
Donor_C,10,4.448889495084055,9.999213889306802,2.218393668998748,3.2836308305550976,9.619604721417812,2.94905693860664,8.47219331958625
Donor_C,50,10.77871584205622,10.20420358927814,6.434284175022754,4.949741801150401,9.694219591150736,8.043034091070204,8.376898902911936
Donor_C,50,12.088637901460022,10.039260340814085,7.563525513498577,6.361683632306532,9.312208810891676,8.242896155404114,8.955601417848762
Donor_B,50,11.471993378353991,10.074041691595152,8.146130940895235,8.018743495305216,9.337722286290113,10.196455388017824,8.325367816093532
Donor_B,50,10.112332954442675,10.603349148364558,7.855668030932152,7.6900697048933475,9.297128460896674,8.287813266266468,9.403959227151839
Donor_C,100,19.85382083002569,10.436528894343068,10.421782603683766,7.486319639847624,9.626314168594266,14.666220116700147,9.032394999392588
Donor_C,10,3.9891782816639347,10.497072433347357,2.947475956952592,2.366073081539341,9.425255420555123,1.8113328029439841,9.616400117466306
Donor_A,100,16.95418319217134,9.554412461284802,10.674964728735437,7.45892868332668,9.70191500271232,15.680516630344368,8.45626192660453
Donor_A,10,3.9677324556855784,9.979881737017454,2.725162540264572,3.424436444710115,9.42059922403232,3.9883931301036055,9.34812751243311
Donor_C,50,10.797853562058213,9.287345743173443,6.162789608810187,4.7630623363754525,9.668995771050582,6.738650449709137,8.410164646216051
Donor_B,0,1.440716881249981,10.008088678326933,5.511601141986897,4.120996310903165,10.018533321170713,6.825396354006294,8.737422797646866
Donor_C,0,1.6564505819825504,10.309081393781579,2.0132124294158222,2.577540318581245,9.616872080742295,0.2142156458393023,8.458428587210511
Donor_C,50,8.41788534828219,9.613493188099099,5.672089151586748,4.92452716964778,9.504701044340209,8.027185940506337,8.831208356157797
Donor_C,50,10.58502086731208,10.454752266136683,4.952089265938256,4.7842339189641265,9.203048619605152,7.842443692120714,8.858401272523599
Donor_A,50,7.170624818932096,9.941778239779458,6.275540043642656,3.7951129934720673,8.947023454842748,7.915276547967923,8.022538990936273
Donor_A,100,17.73576323395962,9.96116406868388,11.256836819836158,6.616728349868322,9.675225040903447,14.096012525319123,9.104725731636373
Donor_B,100,22.790958101905552,9.91513901397386,11.422530646967038,8.81536298898947,9.179664680887793,17.033859394591737,9.331874239698823
Donor_B,10,5.963099806103399,10.250720827611376,6.504062734179506,2.974246053969203,9.742450911629843,4.768676370696985,9.415909421883466
Donor_B,0,4.097151195191899,10.428428902841523,4.347055321987901,4.067905212695374,8.544387609401063,4.57951702691566,8.826990870387952
Donor_C,50,9.844231059708275,9.692476596403255,8.746716028037481,4.729823526999001,9.866815089059958,7.998326471619004,8.32439389856551
Donor_B,10,3.588689496558265,10.027458957856371,3.3731994577485303,5.374885108436128,9.84487462461052,6.933712472728216,9.118387342826397
Donor_B,0,2.503580095590312,9.535577426364588,5.325729829265453,5.103930913387277,9.608158836783476,3.2397675843832037,9.166126724688624
Donor_C,0,2.474240763400602,9.199980147459232,0.9782309588362892,2.8979942209954315,9.92929176293069,2.4191098848916104,8.628637546972362
Donor_C,100,16.412449621516245,9.699541180338192,11.205107046702258,7.397994680014461,9.418678651040556,15.94433503331785,8.643262264082708
Donor_A,10,1.5604886843870807,9.940430287132097,3.0981168812024324,3.896518956613715,9.657269792967414,2.4996401171058444,8.528097396615351
Donor_C,50,11.379378215547176,9.765390663118643,6.083020996770143,6.336377191959778,9.372391518060006,9.209230688661235,8.789749979340195
Donor_B,10,6.777990465666894,10.277090803169083,4.55699760349404,5.066008372489202,9.875572633285353,7.364103735349973,9.404654936480703
Donor_A,10,2.4170260120666223,10.649744698394338,3.8029305901756683,2.5971118202604115,9.346704897689161,3.758906666910791,8.841700498504704
Donor_C,50,10.013596494301858,11.161570508271838,4.526136564459147,4.864553210739712,9.338320592319073,7.1775043300538135,9.00594643576227
Donor_B,0,6.9486747408850755,8.98566009646146,3.264564258510923,3.9528860418339953,9.209755231403646,3.885942812024923,9.348939167705984
Donor_A,100,15.722690742998173,9.007907877943433,10.505970212645481,8.439734463202962,9.796322547491537,11.78611191366609,8.13213235866326
Donor_B,50,10.931360494792035,9.929410471048588,7.598664584584201,7.1781728274420695,9.931007545641684,10.812236303122583,8.338173408124813
Donor_C,0,2.018816957548257,10.128957283845127,0.784721619059003,2.3809629857751027,9.717864857761679,2.188223036639181,8.778991916859296
Donor_A,0,0.0,9.819164921853085,2.782586768542924,1.958334980125541,9.245936537338427,2.358471855928458,9.861845969823536
Donor_C,0,4.454080544508195,9.054497611281239,1.8815596888204524,2.312143168775954,9.409869920981167,1.9684083194716195,9.006672972813185
Donor_B,100,19.10794971303054,10.28595833537231,12.40657869688391,8.763646288661862,9.70006110568771,17.200997930039296,9.162172396809725
Donor_A,0,1.026384325737435,10.811692197809302,2.250764403765531,1.5933317495880306,9.85139535475976,2.6181759222990704,8.427713135896779
Donor_A,100,17.64603091724935,9.964800344163418,9.354715320766223,8.117661601429543,9.547311831268557,15.246278955839287,8.613438909968382
Donor_B,50,9.84386588120129,10.436330513751974,8.507133586928166,7.14395102880989,9.314470960866586,9.50299271220533,8.00358440889849
Donor_C,10,5.1770794970936755,10.115316516904693,5.469072958064554,2.7890397417278505,9.334494490319111,4.86170120347559,9.501260815417215
Donor_A,50,11.012164976289167,10.397651324848415,7.020035776221967,3.5008962623751914,9.46038684572388,9.974188776504882,9.267871902779211
Donor_B,50,8.452652400994564,10.404122201019474,8.236819741051248,7.38417486177571,9.685530648589301,12.478673295102372,8.650998701572242
Donor_C,50,11.879686682848519,9.243636058069175,5.302823894211852,5.304620895925762,9.735185826862239,8.483459734914467,9.06316609456956
Donor_B,10,5.958244561106861,10.30382331814516,5.637269504872383,5.2191326779762495,9.431585256882316,5.360609307371162,8.587862849689948
Donor_C,10,4.901153482159635,10.321601512802593,3.7983694134024892,3.331957486370089,8.97195814057178,3.447416616624833,9.056212261598002
Donor_B,100,19.807569583107913,10.01068651461499,11.192145404350642,8.740972081150952,9.873479807683447,18.015489596766443,9.205584424529413
Donor_B,100,20.55597475505529,9.004537701770122,11.236402010020083,9.695008705084817,9.592809704656075,16.80762814100644,8.714274790854853
Donor_B,0,1.602375731008081,9.754668982194012,3.8619337067404613,4.469547107774232,8.92759424518842,3.8455797538295498,8.422006286978842
Donor_B,10,6.557450624739229,10.079729497710277,5.15292801208252,4.064389996818189,9.314790061950577,8.145395519570322,8.944078823684386
Donor_B,10,7.462863095703343,9.516969951432309,4.316751721991494,6.1958985854796875,10.149803367226854,7.839264362072914,9.542902154632264
Donor_A,50,9.924317618381751,10.427903598305349,7.016982899490156,4.525098031556072,9.474247302424384,6.269496225298617,8.449552888526943
Donor_A,10,4.970847468077628,10.248779988567076,1.8173190509036932,1.6944585672974108,9.631729856245151,3.3976542859152157,8.426140245067524
Donor_A,0,0.6353159760467788,10.438367651839377,1.9076010734310322,2.9211479594312313,9.296933544505759,0.722575630913137,9.548625616054474
Donor_B,100,18.316342147128864,10.05234080068371,13.242175731874056,9.850310394965996,8.900704369726832,17.213984240085267,8.954578923033372
Donor_C,50,10.546019559232448,9.141038579167612,7.652101904358832,5.860776184918727,9.507794027313118,8.346854621158748,9.068634892989675
Donor_C,10,4.337884960635436,10.39031973660276,6.060164967574157,3.948476832930198,9.495773114209495,3.6469595833956983,8.86588412177405
Donor_B,100,18.702276760050765,9.533641556106552,10.719354537957758,9.60761725636632,9.037659969013337,15.67655356259961,8.85521476921316
Donor_A,10,3.668558708247646,9.60654821608459,1.3778893755701447,2.8692107459920733,9.601037421189746,4.570404086785775,8.773934534506532
Donor_C,50,11.174808478539115,10.56486683218383,6.00096326506036,5.098325660960149,9.785811823054333,7.746719685069953,9.16395850673011
Donor_A,10,5.954630942114745,10.830249085130333,3.5370022970160155,3.293008675967186,9.915496031124585,4.8393252507164295,8.887619382297961
Donor_B,100,20.030037551791747,10.323219786221392,12.493880020796,8.876513753367764,9.497815292950646,17.79131727787357,10.037043474119875
