Donor_ID,Cytokine_Dose,Marker_Gene_Response,Housekeeping_Gene
Donor_A,10,3.798268693467978,10.084514557880514
Donor_B,10,4.503023040813128,10.220840154114036
Donor_A,50,11.05441544903673,11.207962207831061
Donor_C,0,3.75217296573061,9.579412013355514
Donor_B,10,6.917261774075831,10.309880897254962
Donor_A,10,4.036794450175915,10.105058563664459
Donor_C,0,0.4317639209192219,9.392927559931872
Donor_B,50,9.940034438865975,10.234432773311376
Donor_C,50,8.508092777164485,10.087346690751605
Donor_A,50,12.132952190594901,9.6005384018653
Donor_B,50,13.482487546668567,9.826800841049838
Donor_B,10,4.612347537936053,10.046121654414504
Donor_C,50,8.645155443134588,11.105038540472847
Donor_A,50,11.158834491365411,8.920952877047865
Donor_B,0,4.312017303229966,9.901396395055253
Donor_A,10,3.3369708609744713,8.958741909258055
Donor_B,100,20.382678970243155,9.487836307175332
Donor_C,50,8.103840005277746,10.712857923910656
Donor_A,100,18.577905566768717,10.009132934281999
Donor_A,0,0.6970751069955283,9.823680532862397
Donor_A,10,2.544257799151322,9.789293159682448
Donor_C,50,10.66921152362335,9.319479637235641
Donor_B,50,13.126037615202643,10.035580844409148
Donor_C,0,2.116186650995024,9.588279613752123
Donor_B,50,12.6746221307598,9.35682831421576
Donor_C,50,10.992527823816854,10.49216906204274
Donor_B,0,2.9596443634006517,9.813311135578443
Donor_B,10,4.8870111403393075,10.43415168072485
Donor_A,10,3.8425010097507206,10.575676735092822
Donor_B,100,18.64497206289647,9.900724873135365
Donor_B,100,20.443414639322086,9.803246202603894
Donor_A,10,3.5764379992961794,10.677757639183028
Donor_B,100,18.4721403866634,10.589455194894974
Donor_B,10,6.615593231018126,10.17783024614605
Donor_A,0,3.2600210543291785,10.375881318740742
Donor_B,10,5.536807349436654,9.842436632729312
Donor_A,0,4.096516913826044,9.915922164856527
Donor_C,0,0.5712012504862711,9.426658184045488
Donor_C,50,10.20078821255619,10.516159208451235
Donor_C,10,3.385239179575354,10.173740159260138
Donor_C,0,1.9748673547628706,9.815377072735268
Donor_B,0,6.338096506193177,10.709286272126821
Donor_B,0,4.602898721299778,11.533047422815663
Donor_A,10,3.2433875373668775,9.860809809458965
Donor_C,50,8.34406357534495,9.553226077890299
Donor_C,0,1.6861047763615449,9.844474328858011
Donor_C,50,10.30009209779046,9.409219677800403
Donor_C,0,5.802718588538884,10.654815361594576
Donor_B,0,4.132682407785637,9.742922529536333
Donor_C,0,1.4602867207566987,10.330662729409358
Donor_C,100,15.372736589261908,9.792283098035348
Donor_B,100,21.701949662717883,10.434177923770715
Donor_B,0,3.7203745888225876,10.74728919577024
Donor_A,10,1.3446039841309791,9.840772057234588
Donor_A,50,12.516541698198145,11.57957570480159
Donor_C,50,8.823191688694678,9.865005119986654
Donor_B,10,10.610251595765527,11.310222304264274
Donor_B,50,13.343653850344563,11.145442631705775
Donor_A,0,3.592163015114273,10.122467326982887
Donor_B,100,17.73351201150886,9.937019683596242
Donor_A,10,2.4984695624886832,9.48710327731329
Donor_C,0,2.051600430147416,9.844300808113646
Donor_B,0,2.330770702386403,11.09249914124236
Donor_A,10,5.641872080454396,10.160216050941518
Donor_B,100,19.338297726268674,10.503983864286425
Donor_B,100,19.386351640068334,10.340561371010788
Donor_C,0,4.428280237689624,10.437702184194967
Donor_A,10,4.558416311778495,9.699905513039202
Donor_B,100,19.604719730984154,10.583437748581705
Donor_A,50,11.729333083350886,9.775668924155092
Donor_A,10,5.720170137619722,9.595460204962999
Donor_A,0,4.727052778018773,10.378649794399628
Donor_B,100,19.059513960963212,10.53211601033947
Donor_C,50,10.560690867037687,9.224504430687354
Donor_B,50,14.061329821576242,9.475028543675409
Donor_C,0,1.1619288248822477,10.043214465339531
Donor_C,0,4.305802790068033,9.891546335001754
Donor_C,0,1.1480932962842239,9.655451483707418
Donor_A,10,0.5095352128942485,9.950156564075487
Donor_B,10,10.622452780474855,9.790560238268663
Donor_A,100,12.429351510065583,9.871739187772802
Donor_C,10,2.787910898115873,8.946820517544127
Donor_A,100,17.684989106006523,10.446232237802322
Donor_B,10,6.84096778341721,10.01921868569625
Donor_C,10,3.950182976315807,10.46787057255198
Donor_B,10,6.9669122689358085,9.603191254393229
Donor_A,0,0.005191505569868138,9.997908347458326
Donor_B,100,19.399687043310383,9.528482403659105
Donor_B,50,11.945863275857217,9.577211862448014
Donor_A,100,17.55396299945083,10.281966822081458
Donor_A,0,4.029881676061398,9.855103224984063
Donor_B,0,6.305416826402026,10.305700380731988
Donor_A,0,3.6007132805540385,10.768898276505288
Donor_A,0,0.0,10.837445767448866
Donor_B,10,5.544334811174209,9.847334224291362
Donor_C,10,1.4504670747838682,9.52316132075081
Donor_A,0,2.4038428425757328,10.212576194590541
Donor_C,50,7.392736054108251,9.710985938771547
Donor_B,10,7.8006191186991485,9.773444720428289
Donor_C,50,7.527070165444801,10.78698311820264
Donor_C,10,4.306597749698454,9.933509919183333
Donor_A,0,1.5492655015938421,9.94240736452668
Donor_A,0,0.0,10.244031512890611
Donor_A,50,7.777604835093423,8.846236241684297
Donor_C,100,17.750810253270398,9.94173518851215
Donor_C,0,4.6481429313570874,9.749421468589833
Donor_B,0,3.8679189724637553,9.74148015326444
Donor_B,100,21.62970483527462,9.169281211960193
Donor_C,50,9.129031036402084,9.63972822815127
Donor_B,10,6.1674988135513225,10.33277434322065
Donor_B,100,19.124817434947467,9.694423622074975
Donor_B,10,5.598663993038649,10.110248784869247
Donor_B,50,13.566077064959469,10.199518184312364
Donor_C,100,17.24105986904961,9.59077784969567
Donor_C,100,15.964948832297708,10.568412610569359
Donor_C,100,18.44199844296876,9.455327408053133
Donor_A,100,16.601792680614086,10.169981082006458
Donor_A,50,9.667238738552772,9.242017613037142
Donor_A,50,11.246205103110144,9.9860008892664
Donor_C,0,2.5352388548807028,9.583770761593803
Donor_A,0,0.8997980355865929,9.622091365128075
Donor_A,10,3.359926291996673,11.169741276377895
Donor_C,0,1.0294750395874412,9.817616266997115
Donor_C,50,10.669971914356106,9.740515562725049
Donor_C,10,1.4751844155810572,9.799658877742587
Donor_C,50,8.821391048682981,9.943732379008791
Donor_B,10,4.859296914008699,10.125546968559448
Donor_B,50,10.909147848255444,9.606082018985665
Donor_A,0,1.0646172678377022,10.618095985894751
Donor_B,50,12.539627067926038,9.92394376186264
Donor_C,100,17.43270008951112,9.032419051454967
Donor_B,0,4.964061924249621,9.645481512292873
Donor_C,10,3.6499816588096032,10.151893363555038
Donor_B,0,2.7178416299580777,9.633638335132606
Donor_A,0,2.729122244228386,9.163505478491455
Donor_A,10,4.4232125248497915,9.765498980657455
Donor_A,10,1.7845679327618238,10.265133167952358
Donor_B,100,18.5535335243292,10.36790472954866
Donor_C,0,3.507368094442114,9.49019552524972
Donor_A,0,1.0538115028761608,9.667797616235944
Donor_C,0,3.1325428017401915,9.547094530462196
Donor_A,50,10.687997782268328,10.929240414142896
Donor_B,50,11.621783269225116,10.617877285457187
Donor_A,50,9.49807228452682,9.862641336980325
Donor_A,100,16.068329563073373,10.116817576919003
Donor_A,50,10.00261162302972,10.198552008808397
Donor_A,50,11.440393476011792,9.26340668327815
Donor_C,10,6.013510762410814,9.662610566970885
Donor_A,50,7.979573126247484,10.275616333910454
Donor_B,0,2.1665413878534148,10.727776163254553
Donor_C,10,1.4998109117315606,10.024069141513177
Donor_C,50,8.337734848283965,9.134181187520955
Donor_A,10,4.999026484696443,10.147553167478138
Donor_A,0,1.8717026033546058,9.855770275248613
Donor_A,50,9.140490928188491,10.383149257418935
Donor_B,50,9.775108378231444,9.60087503579465
Donor_B,50,15.130716065648953,9.53702316125941
Donor_B,100,19.551130939673843,10.710155875594024
Donor_C,0,6.943676650965825,9.980364748525389
Donor_A,100,17.154676957612306,10.777273629040998
Donor_C,10,1.9814129487999033,9.269678237531702
Donor_A,10,5.451452736641054,10.815777312451777
Donor_B,0,5.669337273316241,10.4452828983973
Donor_B,100,17.748539313770806,9.923278547710241
Donor_B,50,13.88284403725762,10.463714363199747
Donor_C,100,16.39459579352041,10.09211027563443
Donor_B,10,8.850221496777898,10.295129933965303
Donor_B,50,10.1900943434586,10.38942898688736
Donor_A,10,4.3665993261893234,10.431666574328773
Donor_C,50,8.655329424761796,9.496334379356973
Donor_C,10,4.624545136904057,10.015633619509291
Donor_B,50,14.73069244463531,10.814955309439231
Donor_B,0,5.099723667173497,10.276270791447129
Donor_B,0,4.440894765630696,10.406600819149482
Donor_B,0,3.6181565139742218,11.000364837979602
Donor_A,0,1.0904775938431013,9.558774221515407
Donor_A,0,1.7204503773672324,8.438150042031555
Donor_C,100,18.470932676885777,10.011126229576053
Donor_C,0,3.1142684719440377,9.76102999358503
Donor_A,0,2.812665432779378,10.524911874104479
Donor_A,100,16.811657532795195,10.16210778853921
Donor_B,10,6.130209018699158,10.5155033045188
Donor_A,10,0.0,10.166707949564149
Donor_C,50,8.378974259209569,9.888940393462201
Donor_A,10,5.82439657728563,9.596308799960287
Donor_B,50,13.994550009194644,9.59797279483174
Donor_B,100,20.23099893081306,9.151292907504436
Donor_B,0,7.928185290675648,9.447701687164974
Donor_A,0,0.44821533767851074,10.031041739192272
Donor_B,100,16.533432879824293,8.592757508685645
Donor_C,0,1.7741940720971356,9.944162099458644
Donor_C,100,20.954363041112448,9.802306008476718
Donor_B,0,4.848471059822412,9.9305992765215
Donor_C,100,16.814736453944683,11.091077756041436
Donor_B,0,5.609518882205671,9.977656363875008
Donor_C,10,2.1976967093228614,10.437003185966825
Donor_C,10,3.655093870098096,9.379586681719317
Donor_C,100,16.469190336969522,9.15223451583656
Donor_C,0,3.7454470012663403,10.168735347126185
Donor_C,100,17.42594836887637,9.160080108313206
Donor_A,50,9.395025658346077,10.565472647347606
Donor_B,0,3.960093361274491,9.977550043431402
Donor_B,50,11.915753880838412,9.90110409849216
Donor_A,10,4.5119216396057045,10.204409357928462
Donor_C,10,4.396023048180946,9.749681951626878
Donor_A,100,18.618819624266024,10.530745598748151
Donor_B,0,3.1669903210698003,10.457110326273536
Donor_B,0,4.719429411543671,8.855746148545194
Donor_A,10,5.280156526219792,9.611760801878567
Donor_A,10,3.638624667290226,10.238828015107083
Donor_C,0,2.9439012157349866,9.961866675366588
Donor_B,100,21.467824353377573,10.024297966796837
Donor_B,50,11.848018187613427,9.599392905983523
Donor_A,10,1.5375315715087225,10.07807860848104
Donor_B,100,20.943554421075405,9.752470164641306
Donor_A,0,3.0077574432640306,9.672677238911433
Donor_A,50,9.351737997606351,9.355397641689148
Donor_C,50,9.596487010170302,10.309510819230212
Donor_A,0,1.5471435398645235,10.592358728710302
Donor_C,50,10.829564309255034,9.05896300258868
Donor_A,0,1.9086806533304923,10.423164844089246
Donor_A,50,12.202801525085077,9.827312659717341
Donor_B,50,13.288737322682719,9.787282449424163
Donor_C,50,9.010724551590787,9.872423361473057
Donor_C,50,11.714311771453698,10.800920226149488
Donor_B,10,7.208247465013551,9.617370967228737
Donor_A,0,3.1071972016413296,10.02729081497801
Donor_C,10,4.180245271245988,9.584984643509477
Donor_C,10,2.742757899073057,9.653294076885045
Donor_C,50,8.15741354394273,10.844625519941339
Donor_A,0,3.3248040065420716,10.341507952948387
Donor_B,100,19.60058684294025,10.329072953247417
Donor_B,100,20.52769479362898,10.204494237111017
Donor_C,0,4.448900342610052,9.806261532477798
Donor_C,10,4.41679966880845,9.702666469053643
Donor_B,10,7.912274519921045,9.751046939356296
Donor_C,50,9.519148788692796,10.117279170811383
Donor_C,100,16.87128604694757,9.981399120691513
Donor_B,10,4.5669684826490355,10.784297029053999
Donor_A,10,4.732192391789409,10.130950394611888
Donor_C,100,18.281804774038594,9.773471510701343
Donor_C,10,3.057750294211709,9.700253017944034
Donor_C,50,10.124821590338748,10.038517816169447
Donor_A,100,19.18410507263303,8.976500907880489
Donor_C,50,9.625643872040412,9.86472099370007
Donor_B,50,14.677894383696128,10.271281649546323
Donor_A,100,16.307958864231807,9.826817923359801
Donor_C,0,0.5164686637681732,9.456751699497651
Donor_B,50,10.794221263228136,10.215614933928048
Donor_C,0,0.9223365111919377,10.151962085856765
Donor_A,100,20.47684845040983,10.184758832621538
Donor_A,0,2.96080311244418,9.673325370780887
Donor_B,0,4.2060861369642115,10.494501373853824
Donor_B,50,14.41589005692251,10.11433779209626
Donor_B,100,19.065119291386537,9.706430467915673
Donor_C,10,5.245304299943925,10.350587070096134
Donor_A,0,2.0469373266054784,10.695500841651022
Donor_A,100,18.18455055153815,9.468925554991696
Donor_B,50,10.405012003307766,10.159540028066466
Donor_B,50,11.436612531484196,10.905250790907743
Donor_A,100,13.635060452115793,9.697052225709397
Donor_C,100,17.893946720668968,9.936740297706375
Donor_C,10,5.595240750774004,9.816525214125896
Donor_C,10,2.624744120839857,9.748311671697097
Donor_A,10,3.859842517200435,9.72698090037241
Donor_A,0,2.094708342187747,9.522303779721343
Donor_A,0,2.743733891328628,9.417417151053547
Donor_A,100,15.5838984523945,10.414285781256307
Donor_B,50,12.972682951497804,9.730677261866322
Donor_A,50,8.953295055007342,10.759706284045045
Donor_B,0,5.641854811384348,9.646334902195283
Donor_C,10,3.7793232984561547,9.546175556508043
Donor_A,100,20.03364909647817,10.127186930242035
Donor_B,10,3.0977981721509567,10.090808639721775
Donor_B,0,5.280905567394308,10.364308334874499
Donor_A,100,19.221252296122223,9.643554761470487
Donor_C,50,7.503000686274894,9.456581343706596
